,totals_timeOnSite,hits_time
7083,302,301713
7084,302,301746
7097,248,11837
7098,248,11837
7099,248,16984
7103,248,86016
7104,248,187217
7105,248,228889
7106,248,248154
7107,248,248155
7109,645,127755
7110,645,127755
7111,645,127755
7112,645,127755
7113,645,127755
7114,645,127755
7115,645,127755
7116,645,127755
7117,645,127755
7118,645,127755
7119,645,127755
7120,645,127755
7122,645,292196
7123,645,292196
7124,645,292196
7125,645,292196
7126,645,292196
7127,645,292196
7128,645,292196
7129,645,292196
7130,645,292196
7131,645,292196
7132,645,292196
7133,645,292196
7134,645,347178
7135,645,347178
7136,645,347178
7137,645,347178
7138,645,347178
7141,645,443082
7142,645,443082
7143,645,547930
7144,645,547930
7145,645,601151
7146,645,601151
7147,645,645178
7148,645,645178
7149,645,645179
7150,645,645179
7152,151,7583
7153,151,7583
7154,151,7583
7155,151,7583
7156,151,7583
7157,151,7583
7158,151,7583
7159,151,7583
7160,151,7583
7161,151,7583
7162,151,7583
7163,151,7583
7164,151,11403
7165,151,11403
7166,151,15584
7169,151,38030
7170,151,79181
7171,151,137064
7172,151,150589
7173,151,150590
7175,156,5524
7176,156,5524
7177,156,5524
7178,156,5524
7179,156,5524
7180,156,5524
7181,156,5524
7182,156,5524
7183,156,5524
7184,156,5524
7185,156,5524
7186,156,5524
7187,156,33979
7188,156,33979
7189,156,46491
7192,156,74756
7193,156,85922
7194,156,139911
7195,156,155519
7196,156,155519
7198,262,32587
7199,262,32587
7200,262,32587
7201,262,32587
7202,262,32587
7203,262,32587
7204,262,32587
7205,262,32587
7206,262,32587
7207,262,32587
7208,262,32587
7209,262,32587
7210,262,46833
7211,262,46834
7213,262,113554
7214,262,134874
7215,262,149881
7216,262,163096
7217,262,240835
7218,262,262240
7219,262,262241
7222,456,170513
7228,456,368004
7229,456,393713
7230,456,434253
7231,456,456269
7232,456,456270
7236,605,12737
7240,605,78836
7241,605,234200
7242,605,270375
7243,605,307166
7244,605,558171
7245,605,604830
7246,605,604837
7259,465,30485
7260,465,30485
7261,465,30485
7262,465,30485
7263,465,30485
7264,465,30485
7265,465,30485
7266,465,30485
7267,465,30485
7268,465,30485
7269,465,30485
7270,465,30485
7276,465,186163
7277,465,257368
7278,465,338649
7279,465,465005
7280,465,465007
7282,224,14502
7283,224,14502
7284,224,14502
7285,224,14502
7286,224,14502
7287,224,14502
7288,224,14502
7289,224,14502
7290,224,14502
7291,224,14502
7292,224,14502
7293,224,14502
7298,224,124963
7299,224,140109
7300,224,155865
7301,224,212215
7302,224,223748
7303,224,223750
7305,282,21559
7306,282,21559
7307,282,21559
7308,282,21559
7309,282,21559
7310,282,21559
7311,282,21559
7312,282,21559
7313,282,21559
7314,282,21559
7315,282,21559
7316,282,21559
7317,282,171751
7318,282,171824
7319,282,179299
7322,282,221796
7323,282,233117
7324,282,269735
7325,282,282497
7326,282,282498
7328,310,11579
7329,310,11579
7330,310,11579
7331,310,11579
7332,310,11579
7333,310,11579
7334,310,11579
7335,310,11579
7336,310,11579
7337,310,11579
7338,310,11579
7339,310,11579
7340,310,17682
7341,310,17683
7343,310,56358
7344,310,177237
7345,310,279106
7346,310,296750
7347,310,296750
7352,313,62196
7353,313,62196
7354,313,62196
7355,313,62196
7356,313,62196
7357,313,62196
7358,313,62196
7359,313,62196
7360,313,62196
7361,313,62196
7362,313,62196
7363,313,62196
7367,313,154697
7368,313,204097
7369,313,218519
7370,313,297096
7371,313,312857
7372,313,312857
7374,548,9663
7375,548,9663
7376,548,9663
7377,548,9663
7378,548,9663
7379,548,9663
7380,548,9663
7381,548,9663
7382,548,9663
7383,548,9663
7384,548,9663
7385,548,9663
7387,548,193151
7388,548,193151
7389,548,193151
7390,548,193151
7391,548,193151
7392,548,193151
7393,548,193151
7394,548,193151
7395,548,193151
7396,548,193151
7397,548,193151
7398,548,193151
7401,548,373754
7402,548,373754
7403,548,431065
7404,548,431065
7405,548,492615
7406,548,492615
7407,548,529154
7408,548,529154
7409,548,548299
7410,548,548299
7411,548,548301
7412,548,548301
7414,193,8229
7415,193,8229
7416,193,8229
7417,193,8229
7418,193,8229
7419,193,8229
7420,193,8229
7421,193,8229
7422,193,8229
7423,193,8229
7424,193,8229
7425,193,8229
7426,193,13971
7427,193,13972
7428,193,22043
7430,193,38747
7431,193,50852
7432,193,119006
7433,193,175088
7434,193,193363
7435,193,193369
7449,309,124812
7450,309,124812
7451,309,124812
7452,309,124812
7453,309,124812
7454,309,124812
7455,309,124812
7456,309,124812
7457,309,124812
7458,309,124812
7459,309,124812
7460,309,124812
7464,309,186302
7465,309,186302
7466,309,225342
7467,309,225342
7468,309,246180
7469,309,246180
7470,309,274024
7471,309,274024
7472,309,308991
7473,309,308991
7474,309,309001
7475,309,309001
7477,252,5396
7478,252,5396
7479,252,5396
7480,252,5396
7481,252,5396
7482,252,5396
7483,252,5396
7484,252,5396
7485,252,5396
7486,252,5396
7487,252,5396
7488,252,5396
7492,252,149203
7493,252,180735
7494,252,190982
7495,252,215056
7496,252,222540
7497,252,251819
7498,252,251860
7500,174,21708
7502,174,38082
7506,174,99678
7507,174,117987
7508,174,157656
7509,174,173472
7510,174,173533
7512,335,26738
7513,335,26738
7514,335,26738
7515,335,26738
7516,335,26738
7517,335,26738
7518,335,26738
7519,335,26738
7520,335,26738
7521,335,26738
7522,335,26738
7523,335,26738
7525,335,214976
7526,335,214976
7530,335,247938
7531,335,247938
7532,335,264437
7533,335,264437
7534,335,317419
7535,335,317419
7536,335,335027
7537,335,335027
7538,335,335028
7539,335,335028
7542,2058,82165
7543,2058,147295
7544,2058,147295
7545,2058,147295
7549,2058,1736375
7550,2058,1736375
7551,2058,1736375
7552,2058,1736375
7553,2058,1736375
7554,2058,1736375
7555,2058,1736375
7557,2058,1908057
7558,2058,1908057
7559,2058,1908057
7560,2058,1908057
7561,2058,1908057
7562,2058,1908057
7563,2058,1908057
7565,2058,2006435
7566,2058,2006435
7567,2058,2006435
7568,2058,2006435
7569,2058,2006435
7570,2058,2006435
7571,2058,2006435
7573,2058,2058192
7574,2058,2058192
7575,2058,2058192
7576,2058,2058192
7577,2058,2058192
7578,2058,2058192
7579,2058,2058192
7581,2058,2058193
7582,2058,2058193
7583,2058,2058193
7584,2058,2058193
7585,2058,2058193
7586,2058,2058193
7587,2058,2058193
7590,220,8408
7591,220,8408
7592,220,8408
7593,220,8408
7594,220,8408
7595,220,8408
7596,220,8408
7597,220,8408
7598,220,8408
7599,220,8408
7600,220,8408
7601,220,8408
7602,220,12409
7603,220,12409
7604,220,18783
7606,220,36717
7607,220,57162
7608,220,120368
7609,220,172861
7610,220,219796
7611,220,219800
7613,377,10408
7614,377,17462
7615,377,17462
7616,377,31004
7620,377,132701
7621,377,132701
7622,377,220259
7623,377,220259
7624,377,366646
7625,377,366646
7626,377,377018
7627,377,377018
7628,377,377037
7629,377,377037
7631,144,24489
7632,144,24489
7633,144,24489
7634,144,24489
7635,144,24489
7636,144,24489
7637,144,24489
7638,144,24489
7639,144,24489
7640,144,28479
7641,144,28480
7642,144,30452
7644,144,55315
7645,144,82873
7646,144,91824
7647,144,121955
7648,144,144116
7649,144,144118
7652,135,2337
7653,135,2338
7654,135,4417
7657,135,35356
7658,135,46204
7659,135,80899
7660,135,119989
7661,135,134860
7662,135,134863
7664,759,460830
7665,759,460830
7666,759,460830
7667,759,460830
7668,759,460830
7669,759,460830
7670,759,460830
7671,759,460830
7672,759,460830
7673,759,460830
7674,759,460830
7675,759,460830
7676,759,504716
7677,759,504717
7681,759,661457
7682,759,679771
7683,759,743642
7684,759,758787
7685,759,758799
7698,902,707851
7699,902,707852
7700,902,715335
7704,902,790953
7705,902,811321
7706,902,888512
7707,902,902453
7708,902,902453
7710,115,13620
7711,115,13620
7712,115,13620
7713,115,13620
7714,115,13620
7715,115,13620
7716,115,13620
7717,115,13620
7718,115,13620
7719,115,13620
7720,115,13620
7721,115,13620
7722,115,17682
7723,115,17682
7724,115,40903
7727,115,68379
7728,115,91562
7729,115,100318
7730,115,115464
7731,115,115467
7733,175,21975
7734,175,21975
7735,175,21975
7736,175,21975
7737,175,21975
7738,175,21975
7739,175,21975
7740,175,21975
7741,175,21975
7742,175,21975
7743,175,21975
7744,175,21975
7745,175,27835
7746,175,27835
7747,175,36184
7750,175,58954
7751,175,115977
7752,175,163770
7753,175,174747
7754,175,174748
7756,511,20994
7757,511,20994
7758,511,20994
7759,511,20994
7760,511,20994
7761,511,20994
7762,511,20994
7763,511,20994
7764,511,20994
7765,511,20994
7766,511,20994
7767,511,20994
7768,511,20994
7769,511,20994
7770,511,20994
7771,511,25376
7772,511,25384
7773,511,46385
7776,511,64905
7777,511,167990
7778,511,206270
7779,511,510763
7780,511,510790
7782,301,10912
7783,301,10912
7784,301,10912
7785,301,10912
7786,301,10912
7787,301,10912
7788,301,10912
7789,301,10912
7790,301,10912
7791,301,10912
7792,301,10912
7793,301,10912
7797,301,157765
7798,301,157765
7799,301,180926
7800,301,180926
7801,301,202009
7802,301,202009
7803,301,276822
7804,301,276822
7805,301,290860
7806,301,290860
7807,301,290860
7808,301,290860
7809,301,301289
7810,301,301289
7811,301,301289
7812,301,301289
7813,301,301289
7826,389,11392
7827,389,11396
7828,389,20487
7829,389,37086
7830,389,37086
7831,389,37086
7832,389,37086
7833,389,37086
7834,389,37086
7835,389,37086
7836,389,37086
7837,389,37086
7838,389,37086
7839,389,37086
7840,389,37086
7841,389,110176
7842,389,110176
7843,389,110176
7844,389,110176
7845,389,110176
7846,389,110176
7847,389,110176
7848,389,110176
7849,389,110176
7850,389,110176
7851,389,110176
7852,389,110176
7855,389,227031
7856,389,227031
7857,389,227031
7858,389,292267
7859,389,292267
7860,389,292267
7861,389,388915
7862,389,388915
7863,389,388915
7864,389,388925
7865,389,388925
7866,389,388925
7871,250,43946
7872,250,128195
7873,250,152741
7874,250,184824
7875,250,221671
7876,250,231237
7877,250,249772
7878,250,249774
7880,154,7592
7881,154,7592
7882,154,7592
7883,154,7592
7884,154,7592
7885,154,7592
7886,154,7592
7887,154,7592
7888,154,7592
7889,154,7592
7890,154,7592
7891,154,7592
7892,154,33743
7893,154,33743
7894,154,47540
7898,154,78366
7899,154,98755
7900,154,142032
7901,154,153908
7902,154,153909
7915,561,11547
7916,561,11547
7917,561,14212
7920,561,46911
7921,561,360008
7922,561,428421
7923,561,470353
7924,561,470354
7929,1149,35439
7935,1149,628570
7936,1149,1027085
7937,1149,1103417
7938,1149,1149379
7939,1149,1149379
7942,365,6332
7947,365,179855
7948,365,203301
7949,365,254092
7950,365,293090
7951,365,365002
7952,365,365003
7954,207,10603
7955,207,10603
7956,207,10603
7957,207,10603
7958,207,10603
7959,207,10603
7960,207,10603
7961,207,10603
7962,207,10603
7963,207,10603
7964,207,10603
7965,207,10603
7966,207,27481
7967,207,27481
7968,207,27481
7969,207,27481
7970,207,27481
7971,207,27481
7972,207,27481
7973,207,27481
7974,207,27481
7975,207,27481
7976,207,27481
7977,207,27481
7981,207,75121
7982,207,93477
7983,207,137407
7984,207,184685
7985,207,206510
7986,207,206513
7988,239,14097
7989,239,14097
7990,239,14097
7991,239,14097
7992,239,14097
7993,239,14097
7994,239,14097
7995,239,14097
7996,239,14097
7997,239,14097
7998,239,14097
7999,239,14097
8000,239,82262
8001,239,82267
8002,239,108948
8005,239,131646
8006,239,182406
8007,239,226830
8008,239,238891
8009,239,238898
8013,211,10056
8018,211,108606
8019,211,145658
8020,211,167209
8021,211,199946
8022,211,210963
8023,211,210963
8027,297,25690
8031,297,98265
8032,297,145178
8033,297,180901
8034,297,220573
8035,297,247818
8036,297,247819
8041,709,87569
8045,709,139184
8046,709,185961
8047,709,228419
8048,709,239391
8049,709,239393
8051,709,708668
8052,709,708668
8053,709,708668
8055,167,20218
8056,167,20218
8057,167,20218
8058,167,20218
8059,167,23047
8060,167,23047
8061,167,31167
8063,167,46199
8064,167,68207
8065,167,126433
8066,167,156775
8067,167,167044
8068,167,167047
8070,507,11506
8071,507,11506
8072,507,11506
8073,507,11506
8074,507,11506
8075,507,11506
8076,507,11506
8077,507,11506
8078,507,11506
8079,507,11506
8080,507,11506
8081,507,11506
8082,507,55339
8083,507,55339
8084,507,55339
8085,507,56817
8086,507,56817
8087,507,56817
8088,507,211050
8090,507,264099
8092,507,358609
8094,507,428938
8096,507,489817
8098,507,507059
8100,507,507059
8103,195,13006
8104,195,13006
8105,195,13006
8106,195,13006
8107,195,13006
8108,195,13006
8109,195,13006
8110,195,13006
8111,195,13006
8112,195,13006
8113,195,13006
8114,195,13006
8115,195,21715
8116,195,21716
8117,195,28090
8119,195,65337
8120,195,90696
8121,195,168677
8122,195,182938
8123,195,182939
8126,83,4800
8127,83,4800
8128,83,4800
8129,83,4800
8130,83,4800
8131,83,4800
8132,83,4800
8133,83,4800
8134,83,4800
8135,83,4800
8136,83,4800
8137,83,4800
8138,83,8737
8139,83,8738
8140,83,12621
8143,83,29733
8144,83,39034
8145,83,73277
8146,83,82915
8147,83,82915
8151,162,23332
8152,162,23332
8153,162,23332
8154,162,23332
8155,162,23332
8156,162,23332
8157,162,23332
8158,162,23332
8159,162,23332
8160,162,23332
8161,162,23332
8162,162,23332
8166,162,77295
8167,162,117266
8168,162,143384
8169,162,162005
8170,162,162006
8172,358,101467
8173,358,101467
8174,358,101467
8175,358,101467
8176,358,101467
8177,358,101467
8178,358,101467
8179,358,101467
8180,358,101467
8181,358,101467
8182,358,101467
8183,358,101467
8184,358,117464
8185,358,117464
8186,358,125529
8188,358,170773
8189,358,193961
8190,358,270662
8191,358,335164
8192,358,358211
8193,358,358212
8206,348,7080
8207,348,7080
8208,348,135576
8213,348,230545
8214,348,243487
8215,348,347800
8216,348,347821
8218,370,27760
8219,370,27760
8220,370,27760
8221,370,27760
8222,370,27760
8223,370,27760
8224,370,27760
8225,370,27760
8226,370,27760
8227,370,27760
8228,370,27760
8229,370,27760
8230,370,33757
8231,370,33757
8232,370,40600
8234,370,60175
8235,370,213053
8236,370,269988
8237,370,344592
8238,370,370345
8239,370,370346
8241,438,22079
8242,438,22079
8243,438,22079
8244,438,22079
8245,438,22079
8246,438,22079
8247,438,22079
8248,438,22079
8249,438,22079
8250,438,22079
8251,438,28955
8252,438,28957
8253,438,31229
8254,438,37618
8255,438,37618
8256,438,37618
8257,438,37618
8258,438,37618
8259,438,37618
8260,438,37618
8261,438,37618
8262,438,37618
8263,438,37618
8264,438,37618
8265,438,37618
8267,438,273929
8268,438,273929
8270,438,273929
8271,438,329476
8272,438,329476
8274,438,329476
8275,438,407951
8276,438,407951
8278,438,407951
8279,438,437568
8280,438,437568
8282,438,437568
8283,438,437570
8284,438,437570
8286,438,437570
8292,368,65106
8293,368,80632
8294,368,198003
8295,368,255880
8296,368,283982
8297,368,368186
8298,368,368195
8311,149,3633
8312,149,3633
8313,149,13682
8316,149,33301
8317,149,68320
8318,149,99508
8319,149,127009
8320,149,149260
8321,149,149262
8323,188,7874
8324,188,7874
8325,188,7874
8326,188,7874
8327,188,7874
8328,188,15528
8329,188,15528
8330,188,16948
8333,188,55129
8334,188,167325
8335,188,174105
8336,188,187530
8337,188,187530
8341,2072,1651366
8347,2072,1754644
8348,2072,1830814
8349,2072,1991243
8350,2072,2072432
8351,2072,2072433
8355,1759,21569
8360,1759,1610861
8361,1759,1655902
8362,1759,1687484
8363,1759,1723875
8364,1759,1758900
8365,1759,1758902
8368,400,49238
8374,400,157426
8375,400,237964
8376,400,278069
8377,400,400200
8378,400,400229
8380,412,11708
8381,412,11708
8382,412,11708
8383,412,11708
8384,412,11708
8385,412,11708
8386,412,11708
8387,412,11708
8388,412,11708
8389,412,11708
8390,412,11708
8391,412,11708
8393,412,185574
8396,412,207201
8397,412,207201
8398,412,324603
8399,412,324603
8400,412,341130
8401,412,341130
8402,412,393613
8403,412,393613
8404,412,412168
8405,412,412168
8406,412,412168
8407,412,412168
8425,600,217077
8426,600,217077
8427,600,234933
8428,600,234933
8429,600,244444
8430,600,244444
8431,600,275524
8432,600,275524
8433,600,600364
8434,600,600364
8435,600,600371
8436,600,600371
8439,515,90749
8443,515,337009
8444,515,337009
8445,515,365949
8446,515,365949
8447,515,478924
8448,515,478924
8449,515,492821
8450,515,492821
8451,515,492842
8452,515,492842
8461,211,73651
8462,211,106222
8463,211,147700
8464,211,183751
8465,211,211347
8466,211,211350
8470,473,179332
8471,473,179332
8472,473,179332
8473,473,179332
8474,473,179332
8475,473,179332
8476,473,179332
8477,473,179332
8478,473,179332
8479,473,179332
8480,473,179332
8481,473,185553
8482,473,185553
8483,473,185553
8484,473,185553
8485,473,185553
8486,473,185553
8487,473,185553
8488,473,185553
8489,473,185553
8490,473,185553
8491,473,185553
8492,473,185553
8494,473,372566
8495,473,372566
8496,473,372566
8497,473,383878
8498,473,383878
8499,473,383878
8500,473,418566
8501,473,418566
8502,473,418566
8503,473,456651
8504,473,456651
8505,473,456651
8506,473,472969
8507,473,472969
8508,473,472969
8509,473,472971
8510,473,472971
8511,473,472971
8514,400,23803
8515,400,23803
8516,400,23803
8517,400,23803
8518,400,23803
8519,400,23803
8520,400,23803
8521,400,23803
8522,400,23803
8523,400,23803
8524,400,23803
8525,400,23803
8530,400,131130
8531,400,263218
8532,400,354612
8533,400,400494
8534,400,400496
8552,226,89090
8553,226,132521
8554,226,175250
8555,226,203357
8556,226,225787
8557,226,225788
8564,241,45534
8565,241,45534
8566,241,45534
8567,241,88977
8569,241,114484
8570,241,150600
8571,241,225227
8572,241,241395
8573,241,241401
8586,318,115914
8587,318,115930
8588,318,120017
8590,318,144026
8591,318,144026
8594,318,188343
8595,318,188343
8596,318,209122
8597,318,209122
8598,318,317890
8599,318,317890
8600,318,317918
8601,318,317918
8603,239,25939
8604,239,25939
8605,239,25939
8606,239,25939
8607,239,25939
8608,239,25939
8609,239,25939
8610,239,25939
8611,239,25939
8612,239,25939
8613,239,25939
8614,239,25939
8615,239,51571
8616,239,51571
8617,239,51571
8618,239,59985
8621,239,85095
8622,239,99217
8623,239,105685
8624,239,120256
8625,239,120263
8628,225,12277
8629,225,12277
8630,225,12277
8631,225,12277
8632,225,12277
8633,225,12277
8634,225,12277
8635,225,12277
8636,225,12277
8637,225,12277
8638,225,12277
8639,225,12277
8644,225,94339
8645,225,102582
8646,225,182670
8647,225,209163
8648,225,224606
8649,225,224608
8651,242,3372
8652,242,3372
8653,242,3372
8654,242,14318
8658,242,117032
8659,242,133100
8660,242,187029
8661,242,222581
8662,242,242422
8663,242,242423
8667,241,29221
8668,241,29221
8669,241,29221
8670,241,116258
8672,241,155250
8673,241,167636
8674,241,200836
8675,241,228996
8676,241,240896
8677,241,240901
8681,342,166039
8683,342,182480
8685,342,251290
8686,342,251290
8687,342,251290
8688,342,251290
8689,342,251290
8690,342,274562
8691,342,274562
8692,342,274562
8693,342,274562
8694,342,274562
8695,342,323124
8696,342,323124
8697,342,323124
8698,342,323124
8699,342,323124
8700,342,341674
8701,342,341674
8702,342,341674
8703,342,341674
8704,342,341674
8705,342,341675
8706,342,341675
8707,342,341675
8708,342,341675
8709,342,341675
8713,633,56353
8714,633,85300
8715,633,113032
8716,633,123001
8718,633,483626
8719,633,518305
8720,633,633072
8721,633,633103
8725,618,186392
8726,618,186392
8727,618,186392
8728,618,186392
8729,618,186392
8730,618,186392
8731,618,186392
8732,618,186392
8733,618,186392
8734,618,186392
8735,618,186392
8736,618,186392
8738,618,202798
8739,618,330627
8740,618,385155
8742,618,533603
8743,618,618335
8744,618,618337
8748,282,10046
8753,282,109801
8754,282,169447
8755,282,229609
8756,282,270379
8757,282,281990
8758,282,282020
8760,281,67697
8761,281,67697
8762,281,67697
8763,281,67697
8764,281,67697
8765,281,67697
8766,281,67697
8767,281,67697
8768,281,67697
8769,281,67697
8770,281,67697
8771,281,67697
8776,281,160444
8777,281,171228
8778,281,199284
8779,281,261995
8780,281,280583
8781,281,280583
8783,211,12717
8784,211,12717
8785,211,12717
8786,211,12717
8787,211,12717
8788,211,12717
8789,211,12717
8790,211,12717
8791,211,12717
8792,211,12717
8793,211,12717
8794,211,12717
8800,211,99794
8801,211,154511
8802,211,198355
8803,211,211128
8804,211,211129
8808,371,51672
8809,371,51672
8810,371,51672
8811,371,63641
8813,371,75140
8814,371,120921
8815,371,179807
8816,371,356604
8817,371,370830
8818,371,370831
8820,341,13147
8821,341,13147
8822,341,13147
8823,341,13147
8824,341,13147
8825,341,13147
8826,341,13147
8827,341,13147
8828,341,13147
8829,341,13147
8830,341,13147
8831,341,13147
8837,341,91295
8838,341,196729
8839,341,208195
8840,341,341402
8841,341,341403
8843,146,14405
8844,146,14405
8845,146,14405
8846,146,14405
8847,146,14405
8848,146,14405
8849,146,14405
8850,146,14405
8851,146,14405
8852,146,14405
8853,146,14405
8854,146,14405
8855,146,24253
8856,146,24253
8857,146,24253
8858,146,24253
8859,146,24253
8860,146,24253
8861,146,24253
8862,146,24253
8863,146,24253
8864,146,24253
8865,146,24253
8866,146,24253
8867,146,38008
8868,146,38009
8869,146,49801
8871,146,69650
8872,146,80530
8873,146,129196
8874,146,146404
8875,146,146408
8877,188,25944
8878,188,25944
8879,188,25944
8880,188,25944
8881,188,25944
8882,188,42355
8883,188,42356
8884,188,44492
8887,188,105794
8888,188,116238
8889,188,154349
8890,188,188492
8891,188,188493
8893,83,5538
8894,83,5538
8895,83,5538
8896,83,5538
8897,83,5538
8898,83,5538
8899,83,5538
8900,83,5538
8901,83,5538
8902,83,5538
8903,83,5538
8904,83,5538
8905,83,8730
8906,83,8730
8907,83,23525
8910,83,37982
8911,83,53169
8912,83,72594
8913,83,82899
8914,83,82899
8916,422,13850
8917,422,13850
8918,422,13850
8919,422,13850
8920,422,13850
8921,422,13850
8922,422,13850
8923,422,13850
8924,422,13850
8925,422,13850
8926,422,13850
8927,422,13850
8928,422,13850
8929,422,13850
8930,422,13850
8931,422,33853
8932,422,33855
8933,422,43281
8935,422,130791
8936,422,278940
8937,422,330373
8938,422,395992
8939,422,421510
8940,422,421513
8942,96,14824
8943,96,14824
8944,96,14824
8945,96,14824
8946,96,14824
8947,96,14824
8948,96,14824
8949,96,14824
8950,96,14824
8951,96,14824
8952,96,14824
8953,96,14824
8954,96,16849
8955,96,16850
8956,96,18935
8959,96,46496
8960,96,67996
8961,96,73692
8962,96,95798
8963,96,95798
8965,163,7295
8966,163,7295
8967,163,7295
8968,163,7295
8969,163,7295
8970,163,7295
8971,163,7295
8972,163,7295
8973,163,7295
8974,163,7295
8975,163,7295
8976,163,7295
8977,163,55640
8978,163,55640
8979,163,60120
8981,163,79569
8982,163,95474
8983,163,145121
8984,163,157376
8985,163,157376
8986,163,162711
8987,163,162711
8988,163,162711
8989,163,162711
8990,163,162711
8991,163,162711
8992,163,162711
8993,163,162711
8994,163,162711
8995,163,162711
8996,163,162711
8997,163,162711
9001,178,11479
9007,178,70582
9008,178,93416
9009,178,155315
9010,178,177604
9011,178,177605
9015,182,3615
9021,182,69058
9022,182,110524
9023,182,160661
9024,182,182324
9025,182,182330
9028,174,26647
9029,174,26647
9030,174,26647
9031,174,39389
9032,174,39389
9033,174,39389
9034,174,39389
9035,174,39389
9036,174,39389
9037,174,39389
9038,174,39389
9039,174,39389
9040,174,39389
9041,174,39389
9042,174,39389
9043,174,71447
9044,174,71447
9045,174,71447
9046,174,79481
9048,174,101363
9049,174,137168
9050,174,163181
9051,174,173952
9052,174,173960
9054,214,7106
9055,214,7106
9056,214,7106
9057,214,7106
9058,214,7106
9059,214,7106
9060,214,7106
9061,214,7106
9062,214,7106
9063,214,7106
9064,214,7106
9065,214,7106
9066,214,10350
9067,214,10350
9068,214,15399
9070,214,29880
9071,214,89726
9072,214,105188
9073,214,204378
9074,214,213754
9075,214,213756
9077,196,12334
9078,196,12334
9079,196,12334
9080,196,12334
9081,196,12334
9082,196,12334
9083,196,12334
9084,196,12334
9085,196,12334
9086,196,12334
9087,196,12334
9088,196,12334
9089,196,28872
9090,196,28872
9091,196,34928
9093,196,62869
9094,196,78111
9095,196,116907
9096,196,174345
9097,196,195709
9098,196,195712
9111,351,29414
9112,351,29514
9113,351,34913
9118,351,174693
9119,351,277999
9120,351,351230
9121,351,351452
9123,219,15748
9124,219,15748
9125,219,15748
9126,219,15748
9127,219,15748
9128,219,15748
9129,219,15748
9130,219,15748
9131,219,15748
9132,219,15748
9133,219,15748
9134,219,15748
9135,219,40217
9136,219,40217
9137,219,42234
9138,219,58690
9139,219,58690
9140,219,58690
9141,219,58690
9142,219,58690
9143,219,58690
9144,219,58690
9145,219,58690
9146,219,58690
9147,219,58690
9148,219,58690
9149,219,58690
9151,219,101337
9152,219,191900
9153,219,209519
9154,219,218924
9155,219,218925
9157,387,6417
9158,387,6417
9159,387,87954
9160,387,183615
9161,387,183615
9162,387,183615
9163,387,183615
9164,387,183615
9165,387,183615
9166,387,183615
9167,387,183615
9168,387,183615
9169,387,183615
9170,387,183615
9171,387,208145
9172,387,208145
9173,387,208145
9174,387,208145
9175,387,208145
9176,387,208145
9177,387,208145
9178,387,208145
9179,387,208145
9180,387,208145
9181,387,208145
9183,387,240328
9185,387,253554
9187,387,308693
9189,387,373937
9191,387,387077
9193,387,387078
9197,512,276302
9198,512,276302
9199,512,276302
9200,512,284648
9204,512,329084
9205,512,464971
9206,512,479051
9207,512,511710
9208,512,511820
9212,305,4258
9216,305,94184
9217,305,166796
9218,305,183463
9219,305,249670
9220,305,284038
9221,305,304998
9222,305,304999
9224,116,6586
9225,116,6586
9226,116,6586
9227,116,6586
9228,116,6586
9229,116,6586
9230,116,6586
9231,116,6586
9232,116,6586
9233,116,6586
9234,116,6586
9235,116,6586
9236,116,29677
9237,116,29677
9238,116,37121
9242,116,69261
9243,116,78268
9244,116,103728
9245,116,116205
9246,116,116205
9248,562,149148
9249,562,149148
9250,562,149148
9251,562,149148
9252,562,149148
9255,562,194100
9256,562,194100
9257,562,194100
9258,562,194100
9259,562,194100
9260,562,194100
9261,562,194100
9262,562,194100
9263,562,194100
9264,562,194100
9265,562,194100
9266,562,194100
9268,562,430484
9269,562,430484
9270,562,430484
9271,562,430484
9272,562,443752
9273,562,443752
9274,562,443752
9275,562,443752
9276,562,485188
9277,562,485188
9278,562,485188
9279,562,485188
9280,562,538451
9281,562,538451
9282,562,538451
9283,562,538451
9284,562,562344
9285,562,562344
9286,562,562344
9287,562,562344
9288,562,562344
9289,562,562344
9290,562,562344
9291,562,562344
9293,189,5988
9294,189,5988
9295,189,5988
9296,189,5988
9297,189,5988
9298,189,5988
9299,189,5988
9300,189,5988
9301,189,5988
9302,189,5988
9303,189,5988
9304,189,5988
9308,189,52521
9309,189,78188
9310,189,101189
9311,189,117550
9312,189,170623
9313,189,188746
9314,189,188811
9317,259,36254
9323,259,139403
9324,259,188219
9325,259,223416
9326,259,259260
9327,259,259261
9329,468,8632
9330,468,8632
9331,468,8632
9332,468,8632
9333,468,8632
9334,468,8632
9335,468,8632
9336,468,8632
9337,468,8632
9338,468,8632
9339,468,8632
9340,468,8632
9342,468,92313
9343,468,92313
9344,468,92313
9345,468,92313
9346,468,92313
9347,468,92313
9348,468,102910
9349,468,102910
9350,468,102910
9351,468,102910
9352,468,102910
9353,468,102910
9354,468,102910
9355,468,102910
9356,468,102910
9357,468,102910
9358,468,102910
9359,468,102910
9361,468,195965
9362,468,308457
9363,468,418235
9364,468,454066
9365,468,468267
9366,468,468268
9372,524,122078
9373,524,122078
9374,524,122078
9375,524,206402
9376,524,206402
9377,524,206402
9378,524,223202
9379,524,223202
9380,524,223202
9381,524,347922
9382,524,347922
9383,524,347922
9384,524,383817
9385,524,383817
9386,524,383817
9387,524,383818
9388,524,383818
9389,524,383818
9394,344,21384
9395,344,21384
9396,344,21384
9397,344,21384
9398,344,21384
9399,344,21384
9400,344,21384
